id,title,runtime,release_year
15846,The Burrowers,96.0,2008
14765,The Last Deadly Mission,125.0,2007
44363,Frozen,93.0,2010
94182,Torrid Zone,88.0,1940
34592,ZMD: Zombies of Mass Destruction,92.0,2009
26430,The Carter,75.0,2009
59719,Lupin the Third: Sweet Lost Night,91.0,2008
30903,Blade of the Ripper,98.0,1971
26623,Generation X,87.0,1996
55412,Girl of Finland,90.0,1967
48145,The Devil's Eye,87.0,1960
29426,Survival of the Dead,90.0,2010
217632,The Way You Wanted Me,102.0,1944
195204,"Skin, Skin",89.0,1966
34335,Nine Dead,98.0,2010
16239,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,90.0,2009
80196,Invisible Stripes,81.0,1939
31299,Little Ashes,112.0,2008
34563,Our Family Wedding,103.0,2010
27573,The Bounty Hunter,110.0,2010
32678,Dead Man Running,92.0,2009
12834,Leaves of Grass,104.0,2009
31723,Women in Trouble,92.0,2009
24225,Afghan Star,87.0,2009
49508,I Was a Communist for the FBI,83.0,1951
26558,Combat Shock,92.0,1986
15483,The Card Player,103.0,2004
31678,The Hollywood Revue of 1929,116.0,1929
45921,Haunted Echoes,97.0,2008
33788,Possession,86.0,2009
5753,Deadly Prey,88.0,1987
43495,The Seventh Veil,94.0,1945
32688,Mondo Cane,105.0,1962
24973,The Egyptian,139.0,1954
42342,The Egg and I,108.0,1947
168171,Brass Monkey,90.0,1948
80595,The Frightened City,97.0,1961
66953,"Who Are You, Polly Maggoo?",101.0,1966
16436,North Face,126.0,2008
31867,Repo Men,111.0,2010
42451,The Apprenticeship of Duddy Kravitz,120.0,1974
43138,The Brothers Karamazov,145.0,1958
4933,The Buccaneer,119.0,1958
264241,Restless Blood,91.0,1946
28355,Case 39,109.0,2009
64104,After Last Season,93.0,2009
194931,Guest of Cindy Sherman,88.0,2008
20027,Delhi-6,138.0,2009
36970,Oceans,84.0,2009
19616,New York,153.0,2009
34423,The Slammin' Salmon,90.0,2009
69872,Your Vice is a Locked Room and Only I Have the Key,96.0,1972
20216,Cookers,96.0,2001
23048,Hot Tub Time Machine,101.0,2010
28211,Chloe,96.0,2009
30779,Blackwoods,90.0,2001
89199,Trash,110.0,1970
19152,Zift,92.0,2008
38687,Flesh and the Devil,112.0,1926
30018,Mother,128.0,2009
10191,How to Train Your Dragon,98.0,2010
22582,Tom and Jerry: The Movie,84.0,1992
37181,About Elly,119.0,2009
45035,King and the Clown,119.0,2005
15544,Extreme Movie,88.0,2008
24874,Dark Mirror,86.0,2007
51330,"You're a Good Man, Charlie Brown",49.0,1985
28510,Universal Soldier: Regeneration,97.0,2009
11763,Bunty Aur Babli,162.0,2005
33421,The Pearl of Death,69.0,1944
48336,Lumière and Company,88.0,1995
21467,The Bone Man,117.0,2009
24499,Scar,90.0,2007
20825,I Hate Valentine's Day,98.0,2009
16190,Žižek!,71.0,2005
109572,Lupin the Third: Episode 0: First Contact,90.0,2002
52637,Yuki & Nina,92.0,2009
25053,Air Doll,125.0,2009
104607,Main Street,99.0,1956
10469,"Come, Sweet Death",107.0,2000
11122,India,90.0,1993
27936,Micmacs,100.0,2009
18823,Clash of the Titans,106.0,2010
196328,Rockabilly Vampire,90.0,1996
213845,Miss Météo,0.0,2005
15382,White Mane,47.0,1953
31196,Growth,90.0,2010
18352,The Cremator,95.0,1969
34769,Defendor,101.0,2009
39830,Bass Ackwards,103.0,2010
132744,One 2 Ka 4,178.0,2001
161179,Shakti: The Power,170.0,2002
35939,Glorious 39,129.0,2009
23483,Kick-Ass,117.0,2010
16686,Varg Veum - Bitter Flowers,90.0,2007
15973,Varg Veum - Fallen Angels,95.0,2008
4252,Chalte Chalte,167.0,2003
16759,Five Minutes of Heaven,89.0,2009
43008,The Hanging Tree,107.0,1959
184741,Cain and Mabel,90.0,1936
57124,Swastika,113.0,1974
93519,Karan Arjun,175.0,1995
35056,Date Night,97.0,2010
47090,The Pit and the Pendulum,97.0,1991
13417,Kronk's New Groove,72.0,2005
39931,Mark of the Devil,96.0,1970
24429,The Brink's Job,104.0,1978
36419,After.Life,104.0,2010
22419,Camille,94.0,2008
43327,The Virgin Queen,92.0,1955
76568,The Sheepman,85.0,1958
40855,Sex Positive,75.0,2009
22488,Love's Abiding Joy,87.0,2006
49131,Spiderman: The Ultimate Villain Showdown,79.0,2002
35207,Terry Fator: Live from Las Vegas,71.0,2009
42669,Five Star Final,89.0,1931
18273,Downloading Nancy,102.0,2008
37223,Oneechanbara The Movie,85.0,2008
53522,Movie Crazy,81.0,1932
39459,The Oklahoma Kid,85.0,1939
35689,Don McKay,87.0,2009
166375,Taqwacore: The Birth of Punk Islam,80.0,2009
34784,Grim Reaper,82.0,2007
52903,Steam of Life,80.0,2010
8980,Mortadelo & Filemon: The Big Adventure,88.0,2003
11801,Angel,134.0,2007
25572,American Drug War: The Last White Hope,118.0,2007
34583,The Final,93.0,2010
11761,Peacock,90.0,2010
22943,Tillie's Punctured Romance,82.0,1914
27586,The Runaways,106.0,2010
15323,Steal This Film II,44.0,2007
1568,Carne,38.0,1991
48688,Pigsty,99.0,1969
33226,Rembrandt's J'Accuse...!,86.0,2008
96010,The Way I Spent the End of the World,106.0,2006
27179,It! The Terror from Beyond Space,69.0,1958
11303,Deep in the Woods,90.0,2000
18426,Daisy,110.0,2006
19939,Cape No. 7,129.0,2008
36916,The Men Who Tread on the Tiger's Tail,60.0,1945
145902,Trench Road,111.0,2004
79924,Oh Happy Day,100.0,2007
116983,The Black Waters of Echo's Pond,0.0,2009
17988,The Most Beautiful,85.0,1944
26178,Razorback,95.0,1984
19587,The Education of Charlie Banks,100.0,2007
68987,Cooking With Stella,0.0,2010
36124,Until the Light Takes Us,93.0,2008
20781,Angel of Death,77.0,2009
22649,A Farewell to Arms,89.0,1932
31561,Caesar and Cleopatra,138.0,1945
1912,Reclaim Your Brain,129.0,2007
35002,When Dinosaurs Ruled the Earth,96.0,1970
47813,Waking Sleeping Beauty,86.0,2009
14766,Affinity,120.0,2008
36731,The Roman Spring of Mrs. Stone,103.0,1961
141714,Wild China,300.0,2008
19401,The Case for Christ,71.0,2007
31869,The Ascent of Money,0.0,2009
26186,Hot Millions,106.0,1968
55236,Desperate Journey,107.0,1942
34803,Death at a Funeral,92.0,2010
37861,Valhalla Rising,93.0,2009
47808,Sahara,111.0,1983
33217,Diary of a Wimpy Kid,92.0,2010
29989,Skin,107.0,2009
90634,Hum Tumhare Hain Sanam,174.0,2002
26380,Out of the Fog,85.0,1941
43326,The Tender Trap,111.0,1955
44747,The Caddy,95.0,1953
102419,Hotel Reserve,79.0,1944
228444,Hell Is Sold Out,85.0,1951
36443,The Union: The Business Behind Getting High,104.0,2007
4461,Decision Before Dawn,119.0,1951
41110,I Am Love,120.0,2009
31687,Circle of Eight,84.0,2009
20497,Ballet Shoes,85.0,2008
12411,Disgrace,120.0,2008
86097,For the Love of Movies: The Story of American Film Criticism,80.0,2009
25832,Aria,90.0,1987
25338,The Silent Partner,106.0,1978
20478,Normal Adolescent Behavior,93.0,2007
17960,Hell,98.0,2005
33427,LEGO: The Adventures of Clutch Powers,81.0,2010
23568,American Virgin,82.0,2009
38810,Dogtooth,94.0,2009
12408,Genova,94.0,2008
21345,City of Life and Death,132.0,2009
40168,Scarecrows,83.0,1988
44132,The Beast,93.0,1975
37857,Don's Plum,89.0,2001
33784,Huset vid vägens ände,73.0,2003
45663,The Dunwich Horror,87.0,2009
129689,"I Are You, You Am Me",113.0,1982
178736,Chizuko's Younger Sister,155.0,1991
35656,As Good As Dead,100.0,2010
30427,Glory to the Filmmaker!,108.0,2007
12166,Achilles and the Tortoise,119.0,2008
33501,The Moment After,89.0,1999
36325,Bananas!*,87.0,2009
43381,Texas Carnival,77.0,1951
34813,The Losers,97.0,2010
33215,Tenure,89.0,2009
21036,Panda! Go Panda!,35.0,1972
35690,The Last Song,107.0,2010
18406,Chained Heat,99.0,1983
39053,Cyrus,91.0,2010
37169,The Human Centipede (First Sequence),92.0,2009
24805,The Ten Commandments,136.0,1923
43517,This Is the Army,121.0,1943
176651,Darkness and Light,104.0,1999
121036,The Best Of Times,109.0,2002
42476,Ben,94.0,1972
111310,Operator 13,85.0,1934
39452,Exit Through the Gift Shop,87.0,2010
94917,Summer and Smoke,118.0,1961
107643,Bloody Territories,88.0,1969
64651,Stray Cat Rock: Sex Hunter,85.0,1970
40594,Julia Sweeney - Letting Go of God,130.0,2008
23104,King of the Zombies,67.0,1941
37605,The Last Voyage,91.0,1960
91727,Night Must Fall,116.0,1937
41597,Night Train to Munich,95.0,1940
62727,Pinky,102.0,1949
25385,Tobruk,107.0,1967
64576,Stray Cat Rock: Delinquent Girl Boss,81.0,1970
32985,Solomon Kane,104.0,2009
44399,Blood and Sand,125.0,1941
10138,Iron Man 2,124.0,2010
32084,Lebanon,93.0,2009
42191,Johnny Angel,79.0,1945
190906,The Dark Tower,90.0,1943
45615,Reindeerspotting - Escape From Santaland,84.0,2010
38579,Marmaduke,87.0,2010
37931,MacGruber,90.0,2010
27004,Ca$h,108.0,2010
10870,Lucky Luke and the Daltons,86.0,2004
54117,Three,140.0,2002
4180,Three Men and a Cradle,106.0,1985
55135,"When I Grow Up, I'll Be a Kangaroo",107.0,2004
15877,The Sky Crawlers,121.0,2008
72272,The Bridesmaid,111.0,2004
1549,Games of Love and Chance,124.0,2003
10171,Voyager,117.0,1991
38996,Dead of Night,88.0,1974
25699,The Man on the Roof,110.0,1976
18899,Vengeance,108.0,2009
45380,Crazy Stone,98.0,2006
48587,Living Death,85.0,2006
198600,Three Sailors and a Girl,95.0,1953
36760,The 3rd Voice,79.0,1960
39767,Getting Any?,108.0,1994
17005,Bitten,89.0,2008
26694,Big River Man,100.0,2009
126421,Seven Dollars on the Red,85.0,1966
121351,Aces and Eights,62.0,1936
37178,Virtuality,87.0,2009
125271,"Tora-san, Our Lovable Tramp",91.0,1969
5178,The Good Heart,95.0,2009
34069,Cargo,120.0,2009
23437,A Nightmare on Elm Street,95.0,2010
37495,Four Lions,101.0,2010
145217,Cream Lemon,75.0,2004
42217,Bobby Deerfield,124.0,1977
19173,Diary of a Nymphomaniac,95.0,2008
42910,Lord Save Us,100.0,2008
43090,Gunless,89.0,2010
35169,Furry Vengeance,92.0,2010
41116,The Shock Doctrine,79.0,2009
25659,"Fine, Totally Fine",110.0,2008
37828,Armadillo,105.0,2010
38726,Stage Door Canteen,132.0,1943
36950,You Don't Know Jack,134.0,2010
37565,St Trinian's 2: The Legend of Fritton's Gold,106.0,2009
38542,The Disappearance of Alice Creed,100.0,2009
12219,12 Angry Men,117.0,1997
76822,Tales of Terror from Tokyo and All Over Japan: The Movie,92.0,2004
20662,Robin Hood,140.0,2010
31345,Naked Childhood,83.0,1968
21245,Lovers & Leavers,117.0,2002
60677,Kohtaamisia,0.0,2010
52620,Little Fugitive,80.0,1953
34626,Merantau,106.0,2009
47737,Gold,120.0,1974
28575,I'll Cry Tomorrow,117.0,1955
52249,The Red Chapel,88.0,2009
51442,American Gothic,85.0,1988
89462,An Inn in Tokyo,80.0,1935
66022,The Chalk Garden,105.0,1964
38697,Hollywood Canteen,124.0,1944
37511,Stingray Sam,61.0,2009
21794,In a Dark Place,95.0,2006
36432,Art & Copy,89.0,2009
35572,Harishchandrachi Factory,96.0,2009
106813,Bonhoeffer: Agent of Grace,88.0,2000
20311,Love the Beast,92.0,2009
81589,Must Read After My Death,73.0,2007
8929,Johnny Mad Dog,97.0,2008
7346,Sparrow,87.0,2008
28894,Rancho Notorious,89.0,1952
44513,Father and Son,83.0,2003
23050,Scavenger Hunt,116.0,1979
96287,Deficit,79.0,2007
23538,A Dirty Carnival,141.0,2006
27181,The Phantom,87.0,2000
5590,Donkey Skin,90.0,1970
53503,Me and Morrison,91.0,2001
40998,Kannathil Muthamittal,123.0,2002
5850,Times and Winds,111.0,2006
18516,Adam Resurrected,106.0,2008
31261,Halo Legends,120.0,2010
39056,Ritual,128.0,2000
24757,Stoic,87.0,2009
26587,Dread,108.0,2009
36801,Cemetery Junction,94.0,2010
92501,Hell's Highway: The True Story of Highway Safety Films,91.0,2003
46705,Blue Valentine,112.0,2010
37821,Killers,100.0,2010
261538,Tora-san's Rise and Fall,91.0,1975
253232,Tora-san's Love Call,114.0,1971
173865,Esa ja Vesa – auringonlaskun ratsastajat,,1994
225503,The Adventures of Tarzan,150.0,1921
29069,The Velvet Vampire,80.0,1971
26962,Puppet Master vs Demonic Toys,88.0,2004
37255,Ween: Live in Chicago,120.0,2004
122188,Sada,132.0,1998
51792,Aerial Gunner,78.0,1943
99236,Panama Hattie,79.0,1942
174784,Lucky Night,82.0,1939
14257,Delusions of Grandeur,108.0,1971
5424,The Grim Reaper,90.0,1980
39453,Death and Cremation,86.0,2010
26388,Buried,94.0,2010
44878,Sleep Furiously,94.0,2009
116746,Parisian Love,70.0,1925
64811,Girl with Green Eyes,91.0,1964
39024,The Forbidden Door,115.0,2009
38307,The Ape,81.0,2009
134901,Life After Tomorrow,72.0,2006
30527,Shake Hands With the Devil,112.0,2007
9543,Prince of Persia: The Sands of Time,116.0,2010
43317,Artists and Models,109.0,1955
40247,Please Give,90.0,2010
14518,Peter & the Wolf,32.0,2006
26427,Hoffman,113.0,1970
37034,True Legend,115.0,2010
35197,The Reeds,90.0,2009
36686,The Tomb,89.0,2009
115064,Supermen of Malegaon,66.0,2009
25846,Baarìa,150.0,2009
73931,Reunion,110.0,1989
30913,At Midnight I'll Take Your Soul,84.0,1964
198306,Ricky Gervais Live: Animals,73.0,2003
198307,Ricky Gervais Live 2: Politics,68.0,2004
62492,The Wedding Weekend,96.0,2006
112882,Tokyo Chorus,90.0,1931
37786,Sex and the City 2,146.0,2010
66775,Young Winston,157.0,1972
44398,The Black Rose,116.0,1950
25551,The Sniper,88.0,1952
22241,Firaaq,0.0,2009
71756,Chhoti Si Baat,123.0,1975
58086,The Past Is a Foreign Land,120.0,2008
29151,Brief Interviews with Hideous Men,80.0,2009
32823,Get Him to the Greek,109.0,2010
29923,Detour,77.0,2009
38199,Unthinkable,97.0,2010
80844,The Other Side of Midnight,165.0,1977
42614,Our Dancing Daughters,84.0,1928
139383,Betrayal,95.0,1983
43879,Romeo and Juliet,125.0,1936
36736,The Drawn Together Movie: The Movie!,70.0,2010
132328,It's Good to Be Alive,100.0,1974
35217,Friendship!,110.0,2010
34806,The Back-Up Plan,106.0,2010
37707,Splice,104.0,2009
39376,Tales from the Golden Age,155.0,2009
1785,May Fools,107.0,1990
10241,A Tale of Winter,114.0,1992
32720,Hail Mary,72.0,1985
51413,No One Knows About Persian Cats,106.0,2009
38318,Burnt by the Sun 2: Intercession,180.0,2010
42744,The Knack... and How to Get It,84.0,1965
29272,El Greco,119.0,2007
13058,Adulthood,99.0,2008
37056,Letters to Juliet,105.0,2010
34480,The Descent: Part 2,94.0,2009
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,82.0,2010
35166,The Reenactment,100.0,1968
38846,The Beautiful Person,97.0,2008
73576,Mermaid,115.0,2007
32830,Humble Pie,94.0,2007
52726,Gervaise,112.0,1956
27735,Wonderful World,89.0,2009
54254,The Song of Sparrows,96.0,2008
29917,Exam,101.0,2009
68429,"Go, Go Second Time Virgin",65.0,1969
47238,The Corridor,85.0,1994
132928,No Time for Comedy,98.0,1940
19713,How to Be,85.0,2008
50182,La Roue,273.0,1923
254738,The Knot,180.0,2000
42139,Blood Wedding,67.0,1981
3589,It Happened Tomorrow,85.0,1944
25869,Salaam-E-Ishq,216.0,2007
30695,Chance Pe Dance,158.0,2010
94225,Bless the Beasts & Children,109.0,1971
108224,Whoopee!,93.0,1930
88192,Dr. Ehrlich's Magic Bullet,103.0,1940
28434,The House on Telegraph Hill,93.0,1951
28871,How About You...,100.0,2007
35129,Edge of the City,85.0,1957
31041,No Greater Love,109.0,2009
12832,A Woman in Berlin,131.0,2008
39246,Talhotblond,83.0,2009
33116,Godspeed,99.0,2009
79372,Tortilla Flat,105.0,1942
42767,Three Little Words,102.0,1950
20533,Jonah Hex,80.0,2010
34544,The A-Team,117.0,2010
48003,Gigot,104.0,1962
19276,Dhoondte Reh Jaoge,135.0,2009
44006,Othello,165.0,1965
10193,Toy Story 3,103.0,2010
41397,Joan Rivers: A Piece of Work,84.0,2010
43882,No Highway in the Sky,98.0,1951
99627,"East Side, West Side",108.0,1949
39641,Adrift,97.0,2009
35164,In the Beginning,130.0,2009
45974,The Halloween Tree,90.0,1993
198308,Ricky Gervais Live 3: Fame,79.0,2007
25868,Aladin,132.0,2009
39013,Winter's Bone,100.0,2010
162880,Tell-Tale,9.0,2010
63883,Drama/Mex,105.0,2006
8652,Dream,95.0,2008
18897,Don't Look Back,110.0,2009
38027,Mandingo,127.0,1975
52072,Clouds of May,130.0,1999
1787,Les Biches,100.0,1968
32068,The Scalphunters,102.0,1968
48636,Nekromantik 2,104.0,1991
21531,Barking Dogs Never Bite,106.0,2000
108017,A Man There Was,55.0,1917
45009,Shark in Venice,88.0,2008
44999,Casino Jack and the United States of Money,118.0,2010
41142,Under the North Star,193.0,2009
10192,Shrek Forever After,93.0,2010
24663,The Open Road,90.0,2009
24797,Magic Man,90.0,2009
61120,A Sense of History,22.0,1992
62414,A Hot Dog Program,60.0,1999
149511,The Ashes,234.0,1965
33809,Everyone Else,119.0,2009
38780,Rampage,85.0,2009
56809,Coming Down The Mountain,80.0,2007
37711,Princess Raccoon,111.0,2005
110901,Heat-Haze Theatre,139.0,1981
211256,Children in the Wind,88.0,1937
46341,El próximo Oriente,,2006
37414,The Killer Inside Me,109.0,2010
44680,The Wild Hunt,96.0,2009
108705,Acla's Descent into Floristella,86.0,1992
70804,J'accuse!,166.0,1919
51138,The Moment After 2: The Awakening,93.0,2006
26916,Mercy Streets,106.0,2000
16890,The Guitar,95.0,2008
39545,TiMER,99.0,2009
53796,The Trespasser,90.0,1929
42615,A Woman of Affairs,91.0,1928
120529,Chelsea on the Rocks,88.0,2008
34599,Heart Like A Wheel,113.0,1983
47282,Little Dorrit,357.0,1987
16878,Saving God,101.0,2008
13989,24: Redemption,102.0,2008
44534,Captain from Castile,140.0,1947
43780,One of Our Aircraft Is Missing,102.0,1942
31677,Diary of a Mad Housewife,95.0,1970
40819,Best Worst Movie,93.0,2009
68701,Beetle Queen Conquers Tokyo,90.0,2009
43699,The Deal,90.0,2003
45371,The Special Relationship,93.0,2010
109970,Three Comrades,98.0,1938
24021,The Twilight Saga: Eclipse,124.0,2010
36691,Solitary Man,90.0,2009
39334,Hannah Free,86.0,2009
41499,Bluebeard,80.0,2009
40215,The Betrayal (Nerakhoon),96.0,2008
69847,Wing and a Prayer,97.0,1944
33913,Tomorrow at Dawn,94.0,2009
34647,Enter the Void,161.0,2009
18530,The Cry of the Owl,101.0,2009
27865,The World According to Monsanto,108.0,2008
52365,Dream Wife,100.0,1953
51054,The Slender Thread,98.0,1965
32866,Accident On Hill Road,104.0,2009
42891,Tennessee,99.0,2008
10196,The Last Airbender,103.0,2010
21042,When Father Was Away on Business,136.0,1985
37301,A Big Hand for the Little Lady,95.0,1966
91487,State of Siege,122.0,1972
29106,Whirlpool,98.0,1949
51865,Little Lili,104.0,2003
37652,Didier,104.0,1997
4676,Grande école,110.0,2004
28478,Fat People,114.0,2009
51617,This Happy Breed,115.0,1944
3037,Yella,89.0,2007
208478,Destricted,116.0,2006
61302,Culloden,69.0,1964
113012,Distant Thunder,101.0,1973
108788,Out of Mind: The Stories of H.P. Lovecraft,56.0,1998
140172,Cool Air,88.0,2006
59231,The Rain People,101.0,1969
59088,I Even Met Happy Gypsies,94.0,1967
15102,Endgame,109.0,2009
24963,Dead Air,90.0,2009
36962,Puppetry of the Penis: Live at the Forum,52.0,2001
26932,The Island of Dr. Moreau,99.0,1977
40636,The Rolling Stones: Stones in Exile,151.0,2010
2363,Les Cousins,112.0,1959
423917,Dynamite Girl,73.0,1944
34991,Gumshoe,88.0,1971
34703,Agallas,99.0,2009
1896,Salvador (Puig Antich),137.0,2006
39129,Slam Dunk Ernest,93.0,1995
69544,Secrets of Women,107.0,1952
43449,Romance on the High Seas,99.0,1948
76180,Empire of Dreams: The Story of the Star Wars Trilogy,151.0,2004
16023,South Park: Imaginationland,67.0,2008
25903,Marie and Bruce,90.0,2004
153913,The Intern,90.0,2000
25630,Kurt Cobain: About a Son,96.0,2006
28036,Horror Business,82.0,2005
51395,Hold Back the Dawn,125.0,1941
1789,The Gazebo,100.0,1959
74076,9/11: The Twin Towers,98.0,2006
235199,We Stand Alone Together,78.0,2001
34851,Predators,107.0,2010
8471,Far North,89.0,2007
45622,"Manson, My Name Is Evil",85.0,2009
43514,Thank Your Lucky Stars,127.0,1943
87267,The Fixer,132.0,1968
37659,When You're Strange,86.0,2009
166677,The Flight That Fought Back,95.0,2004
23097,Hell and High Water,103.0,1954
44711,Young Bess,112.0,1953
20352,Despicable Me,95.0,2010
150778,So Proudly We Hail,126.0,1943
58781,31 North 62 East,121.0,2009
142052,Irene in Time,95.0,2009
32921,Captains of the Clouds,114.0,1942
24048,The Front Line,93.0,2006
43853,The Girl of the Golden West,121.0,1938
43849,Sweethearts,114.0,1938
27205,Inception,148.0,2010
38365,Grown Ups,102.0,2010
64861,Thirst,91.0,2010
27022,The Sorcerer's Apprentice,109.0,2010
27843,Tokyo Zombie,103.0,2005
80198,Swedish Auto,97.0,2006
16304,Creepshow 3,104.0,2007
37834,Knight and Day,109.0,2010
32395,The Greatest,99.0,2009
26682,Roadracers,95.0,1994
41252,Raincoat,120.0,2004
25914,The Fastest Gun Alive,89.0,1956
4556,Nightwatching,135.0,2007
18680,Fear City,95.0,1984
72356,Sade,100.0,2000
41522,The Phantom,176.0,2009
38575,The Karate Kid,140.0,2010
39037,The Good Guy,90.0,2009
15714,Like Minds,110.0,2006
22556,The Yellow Handkerchief,102.0,2008
49500,Comrades,183.0,1987
54857,Snake-Crane Secret,0.0,1978
110903,Yumeji,128.0,1991
110899,Zigeunerweisen,144.0,1980
39781,The Kids Are All Right,106.0,2010
26350,Perestroika,97.0,2009
100661,Terror Is a Man,89.0,1959
85674,The Twilight People,84.0,1972
73861,A Serbian Film,104.0,2010
61222,Home,98.0,2008
40850,Cherrybomb,86.0,2009
40662,Batman: Under the Red Hood,75.0,2010
59484,Le Pont du Nord,129.0,1982
54198,My Boy,55.0,1921
91470,Mammy,84.0,1930
47508,The Wizard of Oz,81.0,1925
27576,Salt,100.0,2010
86431,Sinbad,90.0,1971
30565,The Hamster Factor and Other Tales of Twelve Monkeys,88.0,1997
42918,Winnebago Man,85.0,2009
1920,Crime of Passion,83.0,1957
53209,The Patsy,78.0,1928
24487,Passing Strange,135.0,2009
39768,Beware of the Car!,94.0,1966
162862,Peg o' My Heart,87.0,1933
134427,Downstairs,77.0,1932
53232,Five and Ten,89.0,1931
37816,Dark Island,87.0,2010
20996,Smashing Pumpkins: If All Goes Wrong,271.0,2008
18968,Pearl Jam: Immagine in Cornice,92.0,2007
31011,Mr. Nobody,156.0,2009
96525,Music in the Air,85.0,1934
1863,Sunflower,109.0,1970
26652,Play Dirty,118.0,1969
65212,The Silver Chalice,142.0,1954
35262,George Washington Slept Here,93.0,1942
37098,The Last Truck: Closing of a GM Plant,40.0,2009
26796,Telstar: The Joe Meek Story,119.0,2009
41163,In a Day,81.0,2006
85023,A Name for Evil,74.0,1973
38778,Dinner for Schmucks,114.0,2010
40428,8: The Mormon Proposition,80.0,2010
104343,The Man Who Left His Will on Film,94.0,1970
104744,Diary of a Shinjuku Thief,96.0,1969
35019,Nanny McPhee and the Big Bang,109.0,2010
17631,Mid-August Lunch,75.0,2008
5899,The Northerners,108.0,1992
18166,3 Needles,127.0,2005
124096,"Olivier, Olivier",104.0,1992
86266,The Power of Kangwon Province,110.0,1998
59881,Taking Off,93.0,1971
17914,Safe Sex,100.0,1999
37766,Uro,104.0,2006
48197,The Town That Dreaded Sundown,86.0,1976
36274,Deadly Outlaw: Rekka,96.0,2002
26584,North,78.0,2009
38022,Amar Akbar Anthony,184.0,1977
32497,Farsan,97.0,2010
90908,Trans-Europ-Express,105.0,1966
45043,Lies,112.0,1999
31262,The Man from London,139.0,2008
21564,Human Desire,91.0,1954
43605,Treasure Island,103.0,1934
20007,The Bugs Bunny/Road Runner Movie,98.0,1979
25335,Hellsinki,133.0,2009
41483,Here and There,85.0,2009
31203,Little Nicholas,91.0,2009
54233,A Confucian Confusion,125.0,1994
27297,Grotesque,73.0,2009
39303,2:13,96.0,2009
21900,Shifty,85.0,2009
37472,Ip Man 2,109.0,2010
29168,Dr. Moreau's House of Pain,0.0,2004
108712,I Remember,108.0,2005
343283,I Am Maria,94.0,1979
63075,Lucky,90.0,2010
38843,Ramona and Beezus,103.0,2010
39008,The Year of the Hare,129.0,1977
49609,A Yank in the R.A.F.,98.0,1941
37950,Charlie St. Cloud,99.0,2010
24122,The Rebound,95.0,2009
27581,The Other Guys,107.0,2010
24508,The Lineup,86.0,1958
41135,Operation: Endgame,82.0,2010
37570,Love in Another Language,98.0,2009
52713,"Oh, Woe Is Me",95.0,1993
5465,The Million Game,96.0,1970
61430,Affair in Trinidad,98.0,1952
45322,She-Wolf of London,61.0,1946
20591,Cradle of Fear,120.0,2001
13221,The Kautokeino Rebellion,100.0,2008
18848,The Inner Life of Martin Frost,94.0,2007
42008,The Family,127.0,1987
77334,The Terrace,124.0,1980
94618,Dreamboat,83.0,1952
102488,The Desperados,85.0,1969
86667,Grip of the Strangler,78.0,1958
76000,The L-Shaped Room,126.0,1962
83360,North West Mounted Police,126.0,1940
98328,The Great Caruso,109.0,1951
33195,Triage,99.0,2009
46011,Call Me Madam,114.0,1953
53190,The Two Escobars,100.0,2010
28426,Invisible Agent,81.0,1942
39414,Paper Man,110.0,2009
42039,All Tomorrow's Parties,82.0,2009
19528,Invisible Target,129.0,2007
37700,Mr. Bjarnfreðarson,105.0,2009
27578,The Expendables,103.0,2010
22538,Scott Pilgrim vs. the World,112.0,2010
97735,The Spanish Main,100.0,1945
45803,Svengali,81.0,1931
112383,Lampaansyöjät,96.0,1972
44629,Animal Kingdom,113.0,2010
44770,The Exploding Girl,80.0,2009
46391,Prodigal Sons,86.0,2008
149114,Seven Angry Men,90.0,1955
30860,06/05,117.0,2004
67367,The Thorn in the Heart,86.0,2009
96108,See What I'm Saying: The Deaf Entertainers Documentary,91.0,2010
30966,Facing Ali,100.0,2009
47477,The Beast,173.0,1996
40818,Pretty Bird,120.0,2008
37951,Raajneeti,167.0,2010
43821,The Return of Frank James,92.0,1940
55971,Moloch,108.0,1999
10271,The Story Of My Life,90.0,2004
17821,Crossworlds,90.0,1996
23759,Centurion,97.0,2010
26280,I Killed My Mother,96.0,2009
39800,Life During Wartime,97.0,2009
8900,Lion's Den,113.0,2008
3476,That Most Important Thing: Love,109.0,1975
9503,Pope Joan,149.0,2009
52270,Cluny Brown,100.0,1946
44737,Babies,79.0,2010
8070,The Green Room,94.0,1978
46334,Captain Conan,129.0,1996
80364,Easy Living,88.0,1937
21001,Like It Is,90.0,1998
171492,Ankur,125.0,1974
79829,For Neda,67.0,2010
39142,The Battle of the Rails,85.0,1946
21781,Spider Forest,112.0,2004
19874,What Goes Up,104.0,2009
44806,12th & Delaware,90.0,2010
132883,Wonder Bar,84.0,1934
43549,The Experiment,96.0,2010
14138,Black Water,90.0,2007
38150,Heartless,114.0,2009
47912,Smash His Camera,87.0,2010
128298,Chicago,118.0,1927
42565,Underworld,87.0,1927
43593,Piranha 3D,88.0,2010
263579,Milka - A Film About Taboos,110.0,1980
1914,FC Venus,95.0,2006
35552,The Extraordinary Adventures of Adèle Blanc-Sec,105.0,2010
44718,Get Low,103.0,2010
67381,La Danse: The Paris Opera Ballet,159.0,2009
26035,According to Greta,92.0,2009
25474,Accident,89.0,2009
