id,title,revenue,budget,release_date,name_crew
63395,A Run for Your Money,0,0,1949-11-23,Charles Frend
43355,The Master of Ballantrae,0,0,1953-01-01,William Keighley
14241,7 Faces of Dr. Lao,0,0,1964-03-18,George Pal
79406,Samurai Assassin,0,0,1965-01-03,Kihachi Okamoto
92285,Lies My Father Told Me,0,0,1975-09-26,Ján Kadár
42269,We All Loved Each Other So Much,0,0,1974-01-01,Ettore Scola
38785,The Boys of Baraka,0,0,2005-03-11,Heidi Ewing
38785,The Boys of Baraka,0,0,2005-03-11,Rachel Grady
55544,Tartuffe,0,0,1925-11-20,F.W. Murnau
4550,Sympathy for Lady Vengeance,23803308,0,2005-07-29,Park Chan-wook
36380,Boys Don't Cry,0,0,2000-02-25,Olaf Lubaszenko
68646,Superprodukcja,0,0,2002-02-28,Juliusz Machulski
16433,Grand Theft Parsons,0,0,2003-06-18,David Caffrey
30669,Devil's Pond,0,0,2003-12-16,Joel Viertel
78315,The Cross of Lorraine,0,0,1943-11-12,Tay Garnett
44345,The Cutting Edge: The Magic of Movie Editing,0,0,2004-01-01,Wendy Apple
46041,The Quiller Memorandum,0,0,1966-11-10,Michael Anderson
21735,49th Parallel,0,0,1941-11-24,Michael Powell
6934,Yesterday,0,0,2004-09-03,Darrell James Roodt
174865,Penelope,0,4000000,1966-11-10,Arthur Hiller
34081,Ted Bundy,0,0,2002-11-22,Matthew Bright
10045,District B13,9584131,12000000,2004-11-09,Pierre Morel
168705,BloodRayne,2405420,25000000,2005-10-22,Uwe Boll
1690,Hostel,80578934,4800000,2005-01-06,Eli Roth
9900,Grandma's Boy,6538177,0,2006-01-06,Nicholaus Goossen
9044,Tristan & Isolde,28000000,31000000,2006-04-07,Kevin Reynolds
9918,Glory Road,42647449,0,2006-01-13,James Gartner
17379,Last Holiday,38399961,45000000,2006-01-13,Wayne Wang
10982,Hoodwinked!,51053787,15000000,2005-12-16,Cory Edwards
10982,Hoodwinked!,51053787,15000000,2005-12-16,Todd Edwards
10982,Hoodwinked!,51053787,15000000,2005-12-16,Tony Leech
25608,April's Shower,0,0,2003-10-15,Trish Doolan
834,Underworld: Evolution,111340801,50000000,2006-01-12,Len Wiseman
25890,Looking for Comedy in the Muslim World,0,0,2005-12-15,Albert Brooks
39345,Casper Meets Wendy,0,0,1998-09-08,Sean McNamara
44940,Hell Drivers,0,0,1957-07-23,Cy Endfield
26782,Shadows of Forgotten Ancestors,0,0,1965-09-03,Sergei Parajanov
37865,Buried Alive,0,0,1990-05-09,Frank Darabont
27742,Séance,0,0,2000-08-07,Kiyoshi Kurosawa
72856,Hallelujah,0,0,1929-08-20,King Vidor
4772,Cul-de-sac,0,0,1966-02-01,Roman Polanski
14226,Riding Alone for Thousands of Miles,3752325,7500000,2005-12-22,Zhang Yimou
14226,Riding Alone for Thousands of Miles,3752325,7500000,2005-12-22,Yasuo Furuhata
2455,Confidentially Yours,0,0,1983-08-10,François Truffaut
12701,Revolution,358574,28000000,1985-12-25,Hugh Hudson
21519,Project A,0,0,1983-12-22,Jackie Chan
27622,A Woman's Face,0,0,1941-05-09,George Cukor
43626,Sword of Gideon,0,0,1986-09-01,Michael Anderson
16553,Little Manhattan,1117920,0,2005-09-30,Mark Levin
25652,Crocodile,0,0,1996-11-16,Kim Ki-duk
45802,The Lower Depths,0,0,1936-12-11,Jean Renoir
39788,Vinci,0,0,2004-09-17,Juliusz Machulski
12517,The Ordeal,0,0,2006-08-11,Fabrice Du Welz
65891,The Dunwich Horror,0,0,1970-01-14,Daniel Haller
24580,The Creeping Unknown,0,0,1955-08-26,Val Guest
11246,Hellraiser: Hellseeker,0,3000000,2002-10-15,Rick Bota
49683,Inside Daisy Clover,0,4500000,1966-02-17,Robert Mulligan
52728,Gamera vs. Gyaos,0,0,1967-03-15,Noriaki Yuasa
23957,Over the Edge,0,0,1979-11-02,Jonathan Kaplan
49653,Roads to Koktebel,0,0,2003-09-25,Boris Khlebnikov
49653,Roads to Koktebel,0,0,2003-09-25,Aleksei Popogrebsky
27344,Swamp Women,0,0,1956-11-16,Roger Corman
7295,8MM 2,0,0,2005-11-22,J.S. Cardone
78237,On Probation,0,0,2005-09-29,Damián Szifrón
29952,Bombón: The Dog,0,0,2004-09-23,Carlos Sorin
28638,The Bird People in China,0,0,1998-06-10,Takashi Miike
14942,Thoughtcrimes,0,0,2003-01-01,Breck Eisner
7509,Water,10422387,0,2005-09-08,Deepa Mehta
24269,The Temptations,0,8000000,1998-11-01,Allan Arkush
2117,Sophie Scholl: The Final Days,0,0,2005-02-13,Marc Rothemund
47250,The Big House,0,0,1930-06-14,George W. Hill
36768,Uuno Turhapuro armeijan leivissä,0,0,1984-08-31,Ere Kokkonen
29040,Matti: Hell Is for Heroes,0,0,2006-01-01,Aleksi Mäkelä
9912,The World's Fastest Indian,0,25000000,2005-10-12,Roger Donaldson
24163,As Tears Go By,0,0,1988-06-09,Wong Kar-wai
1969,Bandidas,10496317,35000000,2006-01-18,Joachim Rønning
1969,Bandidas,10496317,35000000,2006-01-18,Espen Sandberg
31858,Made in Britain,0,0,1982-02-25,Alan Clarke
8435,A Cock and Bull Story,0,0,2005-07-17,Michael Winterbottom
34187,The Bitter Tea of General Yen,0,0,1933-01-06,Frank Capra
12116,Love in the Afternoon,0,0,1972-08-21,Éric Rohmer
53367,Charlie: The Life and Art of Charles Chaplin,0,0,2003-05-01,Richard Schickel
38349,Wilby Wonderful,0,0,2004-09-13,Daniel MacIvor
124484,The Mystery of Rampo,0,0,1994-06-25,Kazuyoshi Okuyama
124484,The Mystery of Rampo,0,0,1994-06-25,Rintaro Mayuzumi
45759,Helter Skelter,0,0,2004-07-23,John Gray
11183,French Fried Vacation,0,0,1978-11-01,Patrice Leconte
13275,Annapolis,17496992,26000000,2006-01-27,Justin Lin
11565,Big Momma's House 2,138259062,40000000,2006-01-26,John Whitesell
11283,Nanny McPhee,122489822,25000000,2005-10-21,Kirk Jones
97936,Sweet November,0,0,1968-02-08,Robert Ellis Miller
19416,Double Dare,0,0,2004-03-13,Amanda Micheli
17,The Dark,0,0,2006-01-26,John Fawcett
27568,Panic in Year Zero!,0,0,1962-07-05,Ray Milland
27629,Here Comes the Groom,0,0,1951-09-20,Frank Capra
45726,Julie,0,0,1956-10-17,Andrew L. Stone
33117,Tea for Two,0,0,1950-09-02,David Butler
108994,Green Dolphin Street,0,0,1947-11-05,Victor Saville
54227,Lt. Robin Crusoe U.S.N.,0,0,1966-07-29,Byron Paul
25167,Bye Bye Birdie,0,0,1963-04-04,George Sidney
16452,The Comedians of Comedy,0,0,2005-03-01,Michael Blieden
61105,The Honey Pot,0,0,1967-05-21,Joseph L. Mankiewicz
31894,The Tuskegee Airmen,0,0,1995-08-25,Robert Markowitz
9286,Final Destination 3,117719158,25000000,2006-02-10,James Wong
86168,I Could Go on Singing,0,0,1963-03-07,Ronald Neame
15363,Something New,11400000,0,2006-01-29,Sanaa Hamri
30712,Free Money,0,0,1998-12-03,Yves Simoneau
31416,The Wind,0,0,1928-09-15,Victor Sjöström
292,Dave Chappelle's Block Party,11718595,3000000,2005-09-12,Michel Gondry
37631,Madame Curie,0,0,1943-12-15,Mervyn LeRoy
77291,Orfeu,0,0,1999-04-21,Carlos Diegues
196918,The Sex of the Stars,0,0,1993-05-26,Paule Baillargeon
1544,Imagine Me & You,2455831,0,2005-02-01,Ol Parker
1651,Mississippi Mermaid,0,0,1969-06-18,François Truffaut
33095,Good Old Daze,0,0,1994-05-21,Cédric Klapisch
33799,Place Vendome,0,0,1998-10-07,Nicole Garcia
42328,Broken Lance,0,0,1954-09-25,Edward Dmytryk
31432,The Four Horsemen of the Apocalypse,0,0,1921-03-06,Rex Ingram
61559,Sabah,0,0,2005-06-04,Ruba Nadda
20981,The Call of Cthulhu,0,50000,2005-01-01,Andrew Leman
12096,The Pink Panther,0,0,2006-01-18,Shawn Levy
33061,Troll,5450815,1100000,1986-01-17,John Carl Buechler
5145,The Business,0,0,2005-09-02,Nick Love
9975,Curious George,69834815,50000000,2006-02-10,Matthew O'Callaghan
9754,Firewall,82800000,45000000,2006-02-10,Richard Loncraine
36495,The Great McGinty,0,0,1940-08-23,Preston Sturges
52612,Le créateur,0,0,1999-06-16,Albert Dupontel
23965,The White Diamond,0,0,2004-11-13,Werner Herzog
29269,Tony Takitani,0,0,2004-08-10,Jun Ichikawa
10053,When a Stranger Calls,66966987,15000000,2006-02-03,Simon West
10263,Tamara,206871,4750000,2005-05-12,Jeremy Haft
7515,London,0,0,2005-02-10,Hunter Richards
15675,Neil Young: Heart of Gold,0,0,2006-02-10,Jonathan Demme
9959,Freedomland,14655628,37665000,2006-02-17,Joe Roth
14256,Winter Passing,113783,3500000,2006-02-07,Adam Rapp
9036,Eight Below,120455994,40000000,2006-02-17,Frank Marshall
10073,Date Movie,48548426,20000000,2006-02-17,Jason Friedberg
10073,Date Movie,48548426,20000000,2006-02-17,Aaron Seltzer
7304,Running Scared,9500000,17000000,2006-01-06,Wayne Kramer
16781,Madea's Family Reunion,57231524,6000000,2006-02-24,Tyler Perry
24432,Doogal,0,0,2006-02-24,Frank Passingham
24432,Doogal,0,0,2006-02-24,Dave Borthwick
24432,Doogal,0,0,2006-02-24,Jean Duval
9920,Ultraviolet,31070211,30000000,2006-03-03,Kurt Wimmer
10025,Just My Luck,38159905,28000000,2006-05-12,Donald Petrie
9682,Pulse,29907685,38000000,2006-08-11,Jim Sonzero
17700,Deep Sea 3D,0,0,2006-03-03,Howard Hall
2207,16 Blocks,65664721,55000000,2006-03-01,Richard Donner
14086,Agatha and the Storm,0,0,2004-04-27,Silvio Soldini
14887,Bongwater,0,0,1997-01-01,Richard Sears
44435,Trauma,0,0,1993-03-12,Dario Argento
18747,Election,0,0,2005-05-14,Johnnie To
9756,Half Light,0,0,2006-01-17,Craig Rosenberg
34581,Twist of Faith,0,0,2005-07-04,Kirby Dick
6877,Failure to Launch,128406887,50000000,2006-03-10,Tom Dey
14609,Ultimate Avengers,6700000,0,2006-02-21,Curt Geda
14609,Ultimate Avengers,6700000,0,2006-02-21,Steven E. Gordon
14609,Ultimate Avengers,6700000,0,2006-02-21,Bob Richardson
950,Ice Age: The Meltdown,660940780,80000000,2006-03-23,Carlos Saldanha
10912,All Quiet on the Western Front,0,0,1979-11-14,Delbert Mann
9968,The Big White,0,18000000,2005-10-27,Mark Mylod
4173,Stromboli,0,0,1950-02-15,Roberto Rossellini
43386,Cyrano de Bergerac,0,0,1950-11-14,Michael Gordon
10116,Shinobi: Heart Under Blade,0,0,2005-09-17,Ten Shimoyama
113479,Every Man for Himself,0,0,1980-09-08,Jean-Luc Godard
18493,Chronos,0,0,1985-05-10,Ron Fricke
16791,Five Children and It,0,0,2004-10-15,John Stephenson
7483,Free Zone,0,0,2005-04-18,Amos Gitai
20442,The Naked Spur,0,0,1953-02-06,Anthony Mann
15590,The Prince & Me 2: The Royal Wedding,0,0,2006-02-21,Catherine Cyran
1967,Ask the Dust,0,0,2006-02-02,Robert Towne
752,V for Vendetta,132511035,54000000,2006-03-15,James McTeigue
9655,She's the Man,33889159,20000000,2006-03-17,Andy Fickman
9388,Thank You for Smoking,24793509,6500000,2005-09-05,Jason Reitman
9950,Find Me Guilty,2636637,13000000,2006-03-16,Sidney Lumet
388,Inside Man,184376254,45000000,2006-03-23,Spike Lee
868,Tsotsi,9879971,3000000,2005-08-18,Gavin Hood
14191,Aquamarine,23006849,12000000,2006-03-03,Elizabeth Allen Rosenbaum
25874,The Illustrated Man,0,0,1969-03-26,Jack Smight
18009,Leprechaun 2,2260622,2000000,1994-04-07,Rodman Flender
19286,Leprechaun 3,0,0,1995-07-04,Brian Trenchard-Smith
19287,Leprechaun 4: In Space,0,0,1996-12-25,Brian Trenchard-Smith
18011,Leprechaun in the Hood,0,0,2000-03-28,Rob Spera
114875,The Dark at the Top of the Stairs,0,0,1960-09-28,Delbert Mann
49781,Story of a Love Affair,0,0,1950-10-01,Michelangelo Antonioni
9648,The Man Who Sued God,0,0,2001-10-25,Mark Joffe
1379,Lights in the Dusk,1615018,1380000,2006-02-03,Aki Kaurismäki
62719,Kummeli Stories,0,0,1995-10-20,Matti Grönberg
29481,Stranger on the Third Floor,0,171200,1940-08-16,Boris Ingster
9792,The Hills Have Eyes,69623713,15000000,2006-03-10,Alexandre Aja
10067,The Shaggy Dog,61112916,50000000,2006-03-09,Brian Robbins
55676,A Personal Journey with Martin Scorsese Through American Movies,0,0,1995-05-21,Martin Scorsese
55676,A Personal Journey with Martin Scorsese Through American Movies,0,0,1995-05-21,Michael Henry Wilson
11573,Inspector Clouseau,0,0,1968-07-19,Bud Yorkin
46828,Son of the Pink Panther,2438031,25000000,1993-01-01,Blake Edwards
35555,Unknown White Male,0,0,2005-06-01,Rupert Murray
582,The Lives of Others,70000000,2000000,2006-03-15,Florian Henckel von Donnersmarck
52885,The Red and the White,0,0,1967-11-03,Miklós Jancsó
42120,City on Fire,0,0,1987-02-13,Ringo Lam
88811,"Goodbye South, Goodbye",0,0,1996-01-01,Hou Hsiao-hsien
669,Nanook of the North,0,53000,1922-06-11,Robert J. Flaherty
49361,Don't Torture a Duckling,0,0,1972-09-29,Lucio Fulci
98864,Resurrection,3910019,0,1980-09-26,Daniel Petrie
37939,Youth of the Beast,0,0,1963-04-21,Seijun Suzuki
32052,Go Tell the Spartans,0,1500000,1978-07-12,Ted Post
34732,They Call Me Mister Tibbs!,0,0,1970-07-10,Gordon Douglas
12763,Take the Lead,34742066,30000000,2006-03-17,Liz Friedlander
56935,The Lacemaker,0,0,1977-05-25,Claude Goretta
13222,The Devil and Daniel Johnston,0,0,2005-01-23,Jeff Feuerzeig
42112,L’argent,0,0,1983-09-24,Robert Bresson
48764,The Trial of Joan of Arc,0,0,1962-05-30,Robert Bresson
1561,Mouchette,0,0,1967-03-28,Robert Bresson
31289,The Caiman,0,0,2006-03-24,Nanni Moretti
186,Lucky Number Slevin,56308881,27000000,2006-02-24,Paul McGuigan
8410,The Wild Blue Yonder,0,0,2005-09-05,Werner Herzog
51311,Wheel of Time,0,0,2003-10-30,Werner Herzog
21843,Riot On!,0,0,2004-11-12,Kim Finn
219,Volver,85582407,12899867,2006-03-16,Pedro Almodóvar
65873,The N Word,0,0,2006-01-16,Todd Williams
13751,Akeelah and the Bee,18948425,8000000,2006-04-28,Doug Atchison
52345,Lisbela and the Prisoner,0,0,2003-08-22,Guel Arraes
53961,Brainstorm,0,0,2001-06-22,Laís Bodanzky
10292,Urban Legends: Bloody Mary,0,3500000,2005-07-19,Mary Lambert
15639,Larry the Cable Guy: Health Inspector,0,0,2006-03-24,Trent Cooper
10069,Stay Alive,27105095,9000000,2006-03-24,William Brent Bell
43887,Annie Oakley,0,0,1935-11-15,George Stevens
3093,Basic Instinct 2,38629478,70000000,2006-03-29,Michael Caton-Jones
9270,Brick,3919254,475000,2005-01-30,Rian Johnson
11291,The Brothers Lionheart,0,0,1977-09-23,Olle Hellbom
28349,The Dead Hate the Living!,0,150000,2000-02-08,Dave Parker
10177,Evil Aliens,0,500000,2006-03-10,Jake West
12591,Santa's Slay,0,0,2005-10-25,David Steiman
18045,The Dark Hours,0,500000,2005-03-11,Paul Fox
16070,This Film Is Not Yet Rated,302179,0,2006-01-26,Kirby Dick
11348,Fragile,0,0,2005-10-14,Jaume Balagueró
13960,ATL,21170563,20000000,2006-03-31,Christian Robinson
41263,The Brotherhood of Justice,0,0,1986-05-18,Charles Braverman
9035,Slither,0,15500000,2006-03-31,James Gunn
9957,The Benchwarmers,0,0,2006-04-07,Dennis Dugan
30139,Phat Girlz,0,0,2006-01-01,Nnegest Likké
9389,Renaissance,1831348,18000000,2006-03-16,Christian Volckman
460,Go for Zucker,0,0,2005-01-06,Dani Levy
28752,The Curse of the Werewolf,0,0,1961-05-01,Terence Fisher
19059,Dead Fish,0,0,2005-10-11,Charley Stadler
8998,Friends with Money,13368437,6500000,2006-09-07,Nicole Holofcener
44947,The King Is Dancing,0,21000000,2000-12-06,Gérard Corbiau
13468,Keane,0,0,2004-09-03,Lodge Kerrigan
20521,Reefer Madness: The Movie Musical,0,0,2005-04-16,Andy Fickman
25428,I Love Your Work,0,0,2003-10-05,Adam Goldberg
53296,Beauty and the Bastard,0,0,2005-10-21,Dome Karukoski
79363,Dementia,0,0,1955-12-22,John Parker
34193,Magic,0,0,1978-11-08,Richard Attenborough
4441,Candy,2077763,0,2006-02-15,Neil Armfield
84954,Secrets of a Soul,0,0,1926-03-24,G.W. Pabst
11490,The Child,5507396,0,2005-07-10,Luc Dardenne
11490,The Child,5507396,0,2005-07-10,Jean-Pierre Dardenne
11304,9/11,0,0,2002-03-10,James Hanlon
11304,9/11,0,0,2002-03-10,Rob Klug
11304,9/11,0,0,2002-03-10,Gedeon Naudet
11304,9/11,0,0,2002-03-10,Jules Naudet
55368,"Lacombe, Lucien",0,0,1974-01-30,Louis Malle
18276,Hoot,0,0,2006-05-05,Wil Shriner
26514,Where the Red Fern Grows,0,0,1974-06-21,Norman Tokar
4257,Scary Movie 4,178262620,45000000,2006-04-13,David Zucker
2652,Hard Candy,7022209,950000,2005-01-14,David Slade
19592,Dead Birds,0,1500000,2004-01-01,Alex Turner
1629,La Chinoise,30857,0,1967-08-30,Jean-Luc Godard
17111,Shutter,0,0,2004-09-09,Banjong Pisanthanakun
17111,Shutter,0,0,2004-09-09,Parkpoom Wongpoom
9526,A Prairie Home Companion,0,10000000,2006-06-09,Robert Altman
19126,Even Money,0,0,2006-03-01,Mark Rydell
80556,The Chess Players,0,0,1977-10-02,Satyajit Ray
39045,Pinocchio and the Emperor of the Night,3261638,8000000,1987-08-06,Hal Sutherland
27201,Corvette Summer,15500000,0,1978-06-02,Matthew Robbins
5820,The Sentinel,77920346,60000000,2006-04-19,Clark Johnson
19661,Mirage,0,0,1965-10-29,Edward Dmytryk
41338,The President's Last Bang,0,0,2005-02-03,Im Sang-soo
9904,The Wild,37384046,80000000,2006-03-06,Steve 'Spaz' Williams
50724,My Brother's Wife,0,0,2005-11-04,Ricardo de Montreuil
588,Silent Hill,97607453,50000000,2006-04-21,Christophe Gans
17247,Battle in Heaven,253527,1601792,2005-05-15,Carlos Reygadas
9310,American Dreamz,7314027,17000000,2006-03-04,Paul Weitz
48369,Hôtel du Nord,0,0,1938-12-19,Marcel Carné
18858,Irresistible,0,0,2006-04-18,Ann Turner
35545,Mata Hari,2227000,558000,1931-12-26,George Fitzmaurice
1557,23,0,0,1998-07-02,Hans-Christian Schmid
16367,Kinky Boots,8895428,0,2005-08-30,Julian Jarrold
17131,The Glass Key,0,0,1942-10-14,Stuart Heisler
8982,The Protector,27165581,6000000,2005-08-11,Prachya Pinkaew
956,Mission: Impossible III,397850012,150000000,2006-05-03,J.J. Abrams
36253,The Wayward Cloud,0,0,2005-05-19,Tsai Ming-liang
31506,Die Nibelungen: Siegfried,0,0,1924-02-13,Fritz Lang
42512,Die Nibelungen: Kriemhild's Revenge,0,0,1924-04-25,Fritz Lang
1416,The Coast Guard,0,0,2002-11-22,Kim Ki-duk
9530,RV,87528173,50000000,2006-04-28,Barry Sonnenfeld
9829,United 93,76286096,15000000,2006-04-28,Paul Greengrass
10115,Stick It,0,0,2006-04-21,Jessica Bendinger
560,Secret Beyond the Door,0,0,1948-01-01,Fritz Lang
5717,Man Push Cart,0,0,2005-09-01,Ramin Bahrani
41292,The World,0,0,2005-03-18,Jia Zhangke
14384,Soldier Blue,0,0,1970-08-12,Ralph Nelson
28432,Footlight Parade,0,0,1933-10-21,Lloyd Bacon
19719,LolliLove,0,2000,2004-11-21,Jenna Fischer
19719,LolliLove,0,2000,2004-11-21,Ryan Bergmann
19719,LolliLove,0,2000,2004-11-21,Andrew J. Stratmann
10008,An American Haunting,0,0,2005-05-05,Courtney Solomon
7870,Down in the Valley,852872,8000000,2005-05-13,David Jacobson
34019,The Hidden Blade,0,0,2004-10-30,Yôji Yamada
7518,Over the Hedge,343397247,80000000,2006-04-22,Karey Kirkpatrick
7518,Over the Hedge,343397247,80000000,2006-04-22,Tim Johnson
9786,Art School Confidential,0,0,2006-11-10,Terry Zwigoff
503,Poseidon,181674817,160000000,2006-05-12,Wolfgang Petersen
591,The Da Vinci Code,767820459,125000000,2006-05-17,Ron Howard
36668,X-Men: The Last Stand,459359555,210000000,2006-05-24,Brett Ratner
9767,The Break-Up,204999686,52000000,2006-06-01,Peyton Reed
13689,Peaceful Warrior,0,0,2006-03-30,Victor Salva
18164,Twelve and Holding,95687,400000,2005-09-11,Michael Cuesta
15013,Wah-Wah,0,0,2005-08-17,Richard E. Grant
21014,Keeping Up with the Steins,0,0,2006-05-12,Scott Marshall
920,Cars,461983149,120000000,2006-06-08,John Lasseter
920,Cars,461983149,120000000,2006-06-08,Joe Ranft
18484,Wassup Rockers,634074,0,2005-09-12,Larry Clark
9700,The Lost City,4386236,9600000,2005-09-03,Andy García
14167,Standing Still,12762,1700000,2005-01-02,Matthew Cole Weiss
12261,Carlito's Way: Rise to Power,0,9000000,2005-09-27,Michael Bregman
59892,Conspirators of Pleasure,0,0,1996-10-17,Jan Švankmajer
15264,Tall in the Saddle,0,0,1944-09-29,Edwin L. Marin
20330,Beyond a Reasonable Doubt,0,0,1956-09-05,Fritz Lang
44126,Sinbad of the Seven Seas,0,0,1989-04-01,Enzo G. Castellari
44126,Sinbad of the Seven Seas,0,0,1989-04-01,Luigi Cozzi
55418,The Earth Is a Sinful Song,0,0,1973-11-02,Rauni Mollberg
101908,Shanghai Dreams,0,0,2005-06-03,Wang Xiaoshuai
12766,Vera Cruz,0,0,1954-12-25,Robert Aldrich
15402,The Notorious Bettie Page,1410778,0,2005-09-14,Mary Harron
26116,The Mechanik,0,0,2005-11-02,Dolph Lundgren
32446,Parting Glances,0,0,1986-01-01,Bill Sherwood
80919,Game 6,0,0,2005-03-10,Michael Hoffman
15366,American Gun,0,0,2005-01-01,Aric Avelino
53905,Marilyn Hotchkiss' Ballroom Dancing & Charm School,0,2500000,2006-01-24,Randall Miller
38344,On a Clear Day,0,0,2005-08-18,Gaby Dellal
806,The Omen,119188334,25000000,2006-06-06,John Moore
20021,The King,0,0,2005-01-01,James Marsh
9353,Nacho Libre,80197993,32000000,2006-06-16,Jared Hess
2044,The Lake House,114830111,40000000,2006-06-16,Alejandro Agresti
9339,Click,237681299,82500000,2006-06-22,Frank Coraci
20945,The Seventh Victim,0,0,1943-08-21,Mark Robson
122271,Bleak Moments,0,0,1971-01-01,Mike Leigh
50254,Edvard Munch,0,0,1974-11-12,Peter Watkins
28249,The Ace of Hearts,0,0,1921-09-17,Wallace Worsley
350,The Devil Wears Prada,326551094,35000000,2006-06-30,David Frankel
58,Pirates of the Caribbean: Dead Man's Chest,1065659812,200000000,2006-06-20,Gore Verbinski
1819,"You, Me and Dupree",130431368,54000000,2006-07-14,Anthony Russo
1819,"You, Me and Dupree",130431368,54000000,2006-07-14,Joe Russo
2295,Clerks II,26888376,5000000,2006-05-25,Kevin Smith
9697,Lady in the Water,42285169,75000000,2006-07-21,M. Night Shyamalan
4474,My Super Ex-Girlfriend,60896147,0,2006-06-20,Ivan Reitman
43240,Tammy and the Bachelor,0,0,1957-06-14,Joseph Pevney
30022,Lady on a Train,0,0,1945-08-17,Charles David
28673,Nightmare Castle,0,0,1965-06-16,Mario Caiano
20556,Let It Be,0,0,1970-05-13,Michael Lindsay-Hogg
4962,"Farewell, Home Sweet Home",0,0,1999-12-01,Otar Iosseliani
10007,See No Evil,0,8000000,2006-05-19,Gregory Dark
1887,Marie Antoinette,60474340,40000000,2006-05-24,Sofia Coppola
1841,Lady in the Lake,0,0,1947-01-23,Robert Montgomery
71762,Trial on the Road,0,0,1971-11-06,Aleksey German
13508,Who Killed the Electric Car?,1678874,1000000,2006-08-04,Chris Paine
1611,The Miracle of Bern,0,0,2003-10-15,Sönke Wortmann
48693,The Mother and the Whore,0,0,1973-05-01,Jean Eustache
1781,An Inconvenient Truth,46243000,1000000,2006-01-24,Davis Guggenheim
43155,Test Pilot,0,0,1938-04-22,Victor Fleming
16270,Career Opportunities,0,0,1991-03-29,Bryan Gordon
8997,Hollow Man II,0,0,2006-05-23,Claudio Fäh
42003,Chuck Berry: Hail! Hail! Rock 'n' Roll,0,0,1987-01-01,Taylor Hackford
63100,Psych-Out,0,0,1968-03-06,Richard Rush
18404,National Lampoon's Cattle Call,0,0,2006-06-01,Martin Guigui
51571,Sister Kenny,0,0,1946-10-10,Dudley Nichols
16074,Mountain Patrol,0,1200000,2004-10-01,Lu Chuan
10947,High School Musical,0,4200000,2006-01-20,Kenny Ortega
71769,Ice Bound - A Woman's Survival at the South Pole,0,0,2003-05-20,Roger Spottiswoode
34787,Drawing Restraint 9,0,0,2005-07-01,Matthew Barney
29138,Crossing the Bridge: The Sound of Istanbul,0,0,2005-05-27,Fatih Akin
17628,I Am a Sex Addict,0,0,2005-10-14,Caveh Zahedi
8443,Lower City,0,0,2005-05-16,Sérgio Machado
18553,Forever Mine,0,0,1999-12-09,Paul Schrader
26567,The War Within,0,0,2005-09-30,Joseph Castelo
34186,The Ax,0,0,2005-03-02,Costa-Gavras
17021,Adam & Steve,0,0,2006-03-31,Craig Chester
53231,Beyond the Rocks,0,0,1922-05-07,Sam Wood
22747,Bob the Butler,0,0,2005-03-10,Gary Sinyor
27320,Jack Frost 2: Revenge of the Mutant Killer Snowman,0,0,2000-01-01,Michael Cooney
17741,Stoned,0,0,2005-11-18,Stephen Woolley
25563,Marked Woman,0,0,1937-04-10,Michael Curtiz
25563,Marked Woman,0,0,1937-04-10,Lloyd Bacon
146322,Running,0,0,1979-10-30,Steven Hilliard Stern
43147,Blessed Event,0,0,1932-09-10,Roy Del Ruth
7549,Fearless,6971266,0,2006-01-26,Ronny Yu
151590,Susan Lenox (Her Fall and Rise),0,0,1931-10-10,Robert Z. Leonard
41796,The Adjuster,0,1000000,1992-05-29,Atom Egoyan
9615,The Fast and the Furious: Tokyo Drift,158468292,85000000,2006-06-03,Justin Lin
9513,Garfield: A Tail of Two Kitties,141702264,0,2006-06-15,Tim Hill
20604,Metal: A Headbanger's Journey,0,0,2005-09-14,Sam Dunn
20604,Metal: A Headbanger's Journey,0,0,2005-09-14,Scot McFadyen
20604,Metal: A Headbanger's Journey,0,0,2005-09-14,Jessica Joy Wise
410,Summer in Berlin,0,0,2005-09-09,Andreas Dresen
31692,The Public Eye,0,0,1992-01-01,Howard Franklin
25509,The Bribe,0,0,1949-02-03,Robert Z. Leonard
31998,Without Love,0,0,1945-01-01,Harold S. Bucquet
9917,Waist Deep,21353303,0,2006-06-23,Vondie Curtis-Hall
10770,The Sheriff and the Satellite Kid,0,0,1979-08-10,Michele Lupo
4375,Triple Cross,0,0,1966-12-09,Terence Young
8008,Mouth to Mouth,0,0,2005-06-02,Alison Murray
60269,Mad Dog Morgan,0,0,1976-07-09,Philippe Mora
51303,Spite Marriage,0,0,1929-03-24,Buster Keaton
51303,Spite Marriage,0,0,1929-03-24,Edward Sedgwick
1452,Superman Returns,391081192,270000000,2006-06-28,Bryan Singer
43654,Edward II,694438,0,1991-09-03,Derek Jarman
7872,The Road to Guantanamo,0,0,2006-03-09,Michael Winterbottom
7872,The Road to Guantanamo,0,0,2006-03-09,Mat Whitecross
57406,Leonard Cohen: I'm Your Man,0,0,2006-09-11,Lian Lunson
18191,Edmond,0,10000000,2005-08-31,Stuart Gordon
14474,The Oh in Ohio,0,5000000,2006-03-30,Billy Kent
773,Little Miss Sunshine,100523181,8000000,2006-07-26,Jonathan Dayton
773,Little Miss Sunshine,100523181,8000000,2006-07-26,Valerie Faris
16429,Brothers of the Head,0,0,2005-01-01,Keith Fulton
16429,Brothers of the Head,0,0,2005-01-01,Louis Pepe
