id,title,revenue,name_collection
984,Dirty Harry,35976000,Dirty Harry Collection
141,Donnie Darko,1270522,Darko Collection
585,"Monsters, Inc.",562816256,"Monsters, Inc. Collection"
45964,When a Stranger Calls,0,When a Stranger Calls Collection
671,Harry Potter and the Philosopher's Stone,976475550,Harry Potter Collection
16085,Funny Girl,52223306,Fanny Brice Collection
16441,The Beastmaster,14056528,Beastmaster Collection
34388,Funeral in Berlin,0,Harry Palmer Collection
37835,The Exterminator,0,The Exterminator Collection
26398,At the Earth's Core,0,Caprona Collection
10649,The Enforcer,46236000,Dirty Harry Collection
27591,The People That Time Forgot,0,Caprona Collection
10650,Sudden Impact,67642693,Dirty Harry Collection
8007,Behind Enemy Lines,91753202,Behind Enemy Lines Collection
161,Ocean's Eleven,450717150,Ocean's Collection
1649,Bill & Ted's Bogus Journey,0,Bill & Ted's Most Excellent Collection
120,The Lord of the Rings: The Fellowship of the Ring,871368364,The Lord of the Rings Collection
12593,Fritz the Cat,0,Fritz the Cat Collection
14683,The Nine Lives of Fritz the Cat,0,Fritz the Cat Collection
45491,Sex and Zen,396003,Sex and Zen Collection
11595,Another 48 Hrs.,153518974,48 Hrs. Collection
9610,Conan the Destroyer,100000000,Conan the Barbarian Collection
150,48 Hrs.,78868508,48 Hrs. Collection
11528,The Sandlot,32416586,The Sandlot Collection
16690,Return to Never Land,109862682,Peter Pan Collection
39939,Super Troopers,18492362,Super Troopers Collection
39282,Funny Lady,0,Fanny Brice Collection
993,Sleuth,0,Sleuth Collection
11979,Queen of the Damned,45479110,The Vampire Chronicles
25006,State Property,2106838,State Property Collection
23479,The Bad News Bears,35323292,The Bad New Bears Collection
66946,The Bad News Bears Go to Japan,0,The Bad New Bears Collection
19050,The Bad News Bears in Breaking Training,19104350,The Bad New Bears Collection
108266,The Lone Ranger,0,The Lone Ranger (Clayton Moore) Collection
108267,The Lone Ranger and the Lost City of Gold,0,The Lone Ranger (Clayton Moore) Collection
15999,Vampire Hunter D: Bloodlust,0,Vampire Hunter D Collection
13225,FernGully: The Last Rainforest,32710894,FernGully Collection
7219,Zombie Flesh Eaters,0,Zombi Collection
26200,The Nude Bomb,0,Get Smart Collection
38147,"Oh, God! Book II",0,"Oh, God! Collection"
24032,"Oh, God!",41687243,"Oh, God! Collection"
425,Ice Age,383257136,Ice Age Collection
1576,Resident Evil,102984862,Resident Evil Collection
17804,The Paleface,0,The Paleface Collection
31805,Road to Morocco,0,Road to Collection
13861,Road to Singapore,0,Road to Collection
29021,Road to Utopia,0,Road to Collection
31812,Road to Zanzibar,0,Road to Collection
28213,A Tale of Springtime,0,Tales of the Four Seasons
12705,Smokey and the Bandit II,66132626,Smokey and the Bandit Collection
11006,Smokey and the Bandit,126737428,Smokey and the Bandit Collection
15120,Smokey and the Bandit Part 3,5678950,Smokey and the Bandit Collection
16026,Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,5010362,Sällskapsresorna
36586,Blade II,155010032,Blade Collection
11452,National Lampoon’s Van Wilder,38275483,National Lampoon’s Van Wilder Collection
11590,Slap Shot,28000000,Slap Shot Collection
8346,My Big Fat Greek Wedding,368744044,My Big Fat Greek Wedding Collection
307,"Rome, Open City",0,War Trilogy
15482,Return of the Killer Tomatoes!,0,Killer Tomatoes! Collection
45878,Return to Horror High,0,Horror High Collection
12154,Three Men and a Baby,0,3 Men Collection
11630,Three Men and a Little Lady,0,3 Men Collection
9334,The Scorpion King,165333180,The Scorpion King Collection
11470,Jason X,16951798,Friday the 13th Collection
5203,Wild Orchid,0,Wild Orchid Collection
557,Spider-Man,821708551,Spider-Man Collection
12227,White Fang,34793160,White Fang Collection
43643,White Fang 2: Myth of the White Wolf,0,White Fang Collection
1894,Star Wars: Episode II - Attack of the Clones,649398328,Star Wars Collection
15417,Every Which Way But Loose,85,Philo & Clyde Collection
4614,The Sum of All Fears,193000000,The Jack Ryan Collection
2501,The Bourne Identity,214034224,The Bourne Collection
9637,Scooby-Doo,275650703,Scooby-Doo Collection
14774,Cheech & Chong's The Corsican Brothers,0,Cheech & Chong Collection
11544,Lilo & Stitch,145771527,Lilo & Stitch Collection
11982,Look Who's Talking Now!,0,Look Who's Talking Collection
21972,Like Mike,0,Like Mike Collection
608,Men in Black II,441818803,Men In Black Collection
11442,Halloween: Resurrection,37664855,Halloween Collection
10996,Stuart Little 2,169956806,Stuart Little Collection
818,Austin Powers in Goldmember,296655431,Austin Powers Collection
24130,In Like Flint,0,Our Man Flint Collection
36645,Modesty Blaise,0,The Modesty Blaise Collection
23728,Our Man Flint,0,Our Man Flint Collection
9488,Spy Kids 2: The Island of Lost Dreams,119723358,Spy Kids Collection
7451,xXx,277448382,xXx Collection
34070,Songs from the Second Floor,0,Living Trilogy
9266,Blue Crush,51842679,Blue Crush Collection
15070,Undisputed,12398628,Undisputed Collection
11243,The Care Bears Movie,0,Care Bears Collection
19975,Care Bears Movie II: A New Generation,0,Care Bears Collection
9595,Hot Shots!,181096164,Hot Shots! Collection
24038,976-EVIL,2955917,976-EVIL Collection
3127,The Revenge of Frankenstein,0,Frankenstein (Hammer Series)
10859,Stakeout,0,Stakeout Collection
10611,Barbershop,75781642,Barbershop Collection
4108,The Transporter,43928932,The Transporter Collection
18943,Ernest Goes to Jail,0,Ernest Collection
32685,Ernest Scared Stupid,0,Ernest Collection
18477,The Hills Have Eyes Part II,0,The Hills Have Eyes (Original) Collection
12262,The Hills Have Eyes,25000000,The Hills Have Eyes (Original) Collection
9533,Red Dragon,209196298,The Hannibal Lecter Anthology
10575,Heaven,0,"Heaven, Hell and Purgatory Collection"
1682,Mothra vs. Godzilla,0,Godzilla (Showa) Collection
39462,Godzilla's Revenge,0,Godzilla (Showa) Collection
18983,"Godzilla, King of the Monsters!",0,Godzilla (Showa) Collection
24348,Powaqqatsi,589244,Qatsi Collection
82545,Texasville,0,The Last Picture Show Collection
34600,Ernest Goes to Africa,0,Ernest Collection
39128,Ernest In The Army,0,Ernest Collection
11868,Horror of Dracula,0,Dracula (Hammer Series)
10772,Django,17277,Django - Original films
77079,Django Strikes Again,0,Django - Original films
12600,Pokémon 4Ever: Celebi - Voice of the Forest,28023563,Pokémon Collection
12600,Pokémon 4Ever: Celebi - Voice of the Forest,28023563,Pokémon Collection
12600,Pokémon 4Ever: Celebi - Voice of the Forest,28023563,Pokémon Collection
12600,Pokémon 4Ever: Celebi - Voice of the Forest,28023563,Pokémon Collection
565,The Ring,249348933,The Ring Collection
21925,Naqoyqatsi,13308,Qatsi Collection
10285,Jason Goes to Hell: The Final Friday,15938065,Friday the 13th Collection
11009,Saturday Night Fever,237113184,Saturday Night Fever Collection
10805,Staying Alive,64892670,Saturday Night Fever Collection
225,Man of Iron,0,Man of Marble/Iron Collection
17205,Enter the Ninja,0,Enter the Ninja Collection
15900,Faces of Death II,0,Faces of Death Collection
12237,Faces of Death,0,Faces of Death Collection
15901,Faces of Death III,0,Faces of Death Collection
15902,Faces of Death IV,0,Faces of Death Collection
15904,Faces of Death VI,0,Faces of Death Collection
97251,Faces of Death: Fact or Fiction?,0,Faces of Death Collection
22435,Who Pulled the Plug?,0,Göta kanal collection
2264,Lola,0,The BRD Collection
39874,My Bloody Valentine,0,My Bloody Valentine Collection
31646,Piranha Part Two: The Spawning,0,Piranha Collection
9012,Jackass: The Movie,64282312,Jackass Collection
12208,Casino Royale,41744718,James Bond Collection
9021,The Santa Clause 2,172855065,The Santa Clause Collection
10167,Half Past Dead,0,Half Past Dead Collection
672,Harry Potter and the Chamber of Secrets,876688482,Harry Potter Collection
29229,Left Behind II: Tribulation Force,0,Left Behind Collection
12716,My Father's Glory,0,"Pagnol, Childhood's Memories"
12717,My Mother's Castle,0,"Pagnol, Childhood's Memories"
13888,Return to the Blue Lagoon,2807854,The Blue Lagoon collection
9538,Scanners,14225876,Scanners Collection
27997,Shock Treatment,0,Rocky Horror Collection
36669,Die Another Day,431971116,James Bond Collection
10426,Friday After Next,33526835,Friday Collection
20992,Brother,0,Brother Collection
6007,Elling,0,Elling Collection
25239,I Spit on Your Grave,0,I Spit on Your Grave (Original) Collection
14433,Zulu,8000000,Anglo-Zulu War Collection
9932,Analyze That,55003135,Analyze Collection
22257,Vabank,0,Vabank (Collection)
35343,Varning för Jönssonligan,0,Jönsson Gang
171,The Party 2,0,The Party Collection
11564,Class of 1984,0,Class of 1999 Collection
20787,The Man Who Saves The World,0,Turkish Star Wars
201,Star Trek: Nemesis,67312826,Star Trek: The Next Generation Collection
121,The Lord of the Rings: The Two Towers,926287400,The Lord of the Rings Collection
11317,My Girl 2,0,My Girl Collection
4032,My Girl,0,My Girl Collection
31804,The Road to Hong Kong,0,Road to Collection
16225,Heavy Metal 2000,0,Heavy Metal Collection
23626,Blue Collar Comedy Tour: The Movie,604856,Blue Collar Comedy Tour Collection
9358,Final Destination 2,90426405,Final Destination Collection
15802,Tokyo Decadence,0,Tokyo Decadence series
11915,The Gendarme and the Gendarmettes,0,Le Gendarme de St. Tropez Collection
29224,Jönssonligan & DynamitHarry,0,Jönsson Gang
2262,Veronika Voss,0,The BRD Collection
24830,They Call Me Bruce?,16894678,They Call Me Bruce Collection
9699,Trail of the Pink Panther,9056073,The Pink Panther (Original) Collection
23943,Zapped!,0,Zapped Collection
6038,Shanghai Knights,88323487,Shanghai Noon Collection
14873,The Jungle Book 2,135680000,The Jungle Book Collection
12139,Dennis the Menace,117270765,Dennis the Menace Collection
24883,The Black Stallion Returns,9800000,The Black Stallion Collection
17264,The Black Stallion,37799643,The Black Stallion Collection
10929,Willard,0,Willard
15347,Born Free,0,Born Free Trilogy
2671,Ringu,8690429,Ringu Collection
9669,Ringu 2,18686644,Ringu Collection
42695,I Am Curious (Yellow),0,I Am Curious Collection
18992,My Friend Flicka,0,The Flicka Collection
29912,The Robe,36000000,Demetrius Filmreihe
7294,The Man Without a Past,0,Aki Kaurismäki's Finland trilogy
2662,House of 1000 Corpses,16829545,House of 1000 Corpses Collection
36658,X2,407711549,X-Men Collection
10708,Daddy Day Care,164433867,Daddy Day Camp Collection
17464,Breakin' 2: Electric Boogaloo,0,Breakin' Collection
15259,Breakin',0,Breakin' Collection
42792,The Carpetbaggers,0,Nevada Smith Collection
604,The Matrix Reloaded,738599701,The Matrix Collection
1555,The Spanish Apartment,3897799,The Klapisch Trilogy
33875,Pokémon Heroes: Latios and Latias,20867919,Pokémon Collection
310,Bruce Almighty,484572835,Almighty Collection
12,Finding Nemo,940335536,Finding Nemo Collection
9902,Wrong Turn,28650575,Wrong Turn Collection
584,2 Fast 2 Furious,236350661,The Fast and the Furious Collection
5921,Nevada Smith,0,Nevada Smith Collection
14676,A Man Called Horse,0,A Man Called Horse Collection
10152,Dumb and Dumberer: When Harry Met Lloyd,39267515,Dumb and Dumber Collection
20694,Rugrats Go Wild,0,Rugrats Collection
35669,The Satanic Rites of Dracula,544476,Dracula (Hammer Series)
170,28 Days Later,82719885,28 Days/Weeks Later Collection
9471,Charlie's Angels: Full Throttle,259175788,Charlie's Angels Collection
10327,"Legally Blonde 2: Red, White & Blonde",124914842,Legally Blonde Collection
296,Terminator 3: Rise of the Machines,435000000,The Terminator Collection
22,Pirates of the Caribbean: The Curse of the Black Pearl,655011224,Pirates of the Caribbean Collection
8961,Bad Boys II,273339556,Bad Boys Collection
9486,Johnny English,160583018,Johnny English Collection
24259,On the Run,0,Trilogie
1996,Lara Croft Tomb Raider: The Cradle of Life,156505388,Tomb Raider Collection
12279,Spy Kids 3-D: Game Over,197011982,Spy Kids Collection
21882,Gator,0,Gator Collection
24993,Kickboxer 2:  The Road Back,1250712,Kickboxer Collection
4984,White Lightning,0,Gator Collection
8273,American Wedding,231449203,American Pie Collection
9257,S.W.A.T.,116643346,S.W.A.T. Collection
33954,Hawks and Sparrows,0,Totò Collection
6466,Freddy vs. Jason,114908830,Friday the 13th Collection
10923,Agent Cody Banks,58795814,Agent Cody Banks Collection
9362,Tremors,48572000,Tremors Collection
936,The Pink Panther,10878107,The Pink Panther (Original) Collection
12268,The Pink Panther Strikes Again,33833201,The Pink Panther (Original) Collection
7504,Earth,528972,Elements Trilogy
513,Fire,501533,Elements Trilogy
11351,Jeepers Creepers 2,63102666,Jeepers Creepers Collection
2722,The Other Side of the Bed,0,Sides of the Bed
11547,Cabin Fever,30553394,The Cabin Fever Collection
1428,Once Upon a Time in Mexico,98185582,Mexico Trilogy
10617,Once Upon a Time in China,3826459,Once Upon a Time in China Collection
10618,Once Upon a Time in China II,30399676,Once Upon a Time in China Collection
10619,Once Upon a Time in China III,27540561,Once Upon a Time in China Collection
8408,Day of the Dead,34000000,Living Dead Collection
277,Underworld,95708457,Underworld Collection
17614,Yossi & Jagger,0,Yossi Collection
18113,National Lampoon Presents Dorm Daze,0,Dorm Daze Collection
11475,Leningrad Cowboys Go America,0,Leningrad Cowboys Collection
11806,Beethoven,147214049,Beethoven Collection
10438,Beethoven's 2nd,118243066,Beethoven Collection
9871,Ginger Snaps,0,Ginger Snaps Collection
33258,More American Graffiti,15014674,American Graffiti Collection
11059,House of the Dead,13818181,House of the Dead Collection
24,Kill Bill: Vol. 1,180949000,Kill Bill Collection
9373,The Texas Chainsaw Massacre,107071655,Texas Chainsaw (Reboot) Collection
4256,Scary Movie 3,220673217,Scary Movie Collection
10009,Brother Bear,0,Brother Bear Collection
10389,The Eye,0,The Eye Collection
3117,Frankenstein and the Monster from Hell,0,Frankenstein (Hammer Series)
897,Aparajito,170215,The Apu Collection
224,Man of Marble,0,Man of Marble/Iron Collection
27117,Sherlock Holmes and the Voice of Terror,0,Sherlock Holmes (1939 series)
50553,Sherlock Holmes Faces Death,0,Sherlock Holmes (1939 series)
44383,Sherlock Holmes in Washington,0,Sherlock Holmes (1939 series)
605,The Matrix Revolutions,424988211,The Matrix Collection
11846,Father of the Bride,89325780,Father of the Bride Collection
10147,Bad Santa,76488889,Bad Santa Collection
9556,Darkman,48878502,Darkman Collection
9065,Europa,0,Europa Trilogy
38939,Tales from the Crypt,0,Tales from the Crypt Collection
860,WarGames,79567667,WarGames Collection
8010,Highlander II: The Quickening,15556340,Highlander Collection
951,Kindergarten Cop,201957688,Kindergarten Cop Collection
3176,Battle Royale,25000000,Battle Royale Collection
11824,Teen Wolf,0,Teen Wolf Collection
1594,A Shot in the Dark,12368234,The Pink Panther (Original) Collection
11811,Leprechaun,8556940,Leprechaun Collection (Original Series)
9063,The Element of Crime,0,Europa Trilogy
255,Stolen Kisses,0,The Adventures of Antoine Doinel
10028,Honey,62646763,Honey Collection
122,The Lord of the Rings: The Return of the King,1118888979,The Lord of the Rings Collection
11007,Cheaper by the Dozen,190212113,Cheaper by the Dozen Collection
11429,Beyond Re-Animator,0,Re-Animator Collection
5205,Pumping Iron,0,Pumping Iron Collection
21779,The Silencers,16318124,The Matt Helm Collection
1954,The Butterfly Effect,96060858,The Butterfly Effect Collection
14114,You Got Served,0,You Got Served Collection
21301,Barbershop 2:  Back in Business,65070412,Barbershop Collection
44539,An Amazing Couple,0,Trilogie
18841,The Lost Skeleton of Cadavra,0,The Lost Skeleton Collection
30566,Blacula,0,Blacula Collection
42466,Scream Blacula Scream,0,Blacula Collection
44674,After Life,0,Trilogie
9838,King Solomon's Mines,238227,Allan Quatermain Collection
10677,Dirty Dancing: Havana Nights,27685016,Dirty Dancing Collection
17047,Agent Cody Banks 2: Destination London,28818995,Agent Cody Banks Collection
11024,Scooby-Doo 2: Monsters Unleashed,181466833,Scooby-Doo Collection
553,Dogville,16680836,USA: Land of Opportunities Collection
1487,Hellboy,99318987,Hellboy Collection
11137,The Prince & Me,0,The Prince & Me Collection
11358,Walking Tall,57223890,Walking Tall Collection
2122,The Whole Ten Yards,26155781,The Whole Nine/Ten Yards Collection
923,Dawn of the Dead,55000000,Living Dead Collection
34082,Road to Bali,0,Road to Collection
393,Kill Bill: Vol. 2,152159461,Kill Bill Collection
10625,Mean Girls,129042871,Mean Girls Collection
7131,Van Helsing,300257475,Van Helsing Collection
22137,The Kingdom,0,The Kingdom
10035,100 Girls,0,100 Girls Collection
20561,28 Up,0,The Up Series
667,You Only Live Twice,111584787,James Bond Collection
700,Octopussy,187500000,James Bond Collection
36670,Never Say Never Again,160000000,James Bond Collection
10940,Babylon 5: In the Beginning,0,Babylon 5 Collection
9356,Look Who's Talking Too,0,Look Who's Talking Collection
16113,The Delta Force,17768900,The Delta Force Collection
25508,Cat People,4000000,Cat People Collection
12310,The Four Musketeers,0,The Musketeers Collection
39907,Bang Rajan,0,Bang Rajan Collection
9545,Sniper,18994653,Sniper Collection
10916,Babylon 5: A Call to Arms,0,Babylon 5 Collection
10921,Babylon 5: The River of Souls,0,Babylon 5 Collection
10941,Babylon 5: Thirdspace,0,Babylon 5 Collection
14589,Another Thin Man,0,The Thin Man Collection
14594,The Thin Man Goes Home,0,The Thin Man Collection
14590,Shadow of the Thin Man,0,The Thin Man Collection
14588,After the Thin Man,0,The Thin Man Collection
14595,Song of the Thin Man,0,The Thin Man Collection
1583,Lammbock,0,Lammbock Collection
17653,The Legend I,3956913,The Legend Collection
11069,Tremors 2: Aftershocks,0,Tremors Collection
10829,Tremors 3: Back to Perfection,0,Tremors Collection
31952,The Vampire Lovers,0,Vampire Karnstein (Hammer series)
54396,The Cheerleaders,0,The Cheerleaders - Collection
40810,The Streetfighter,0,The Streetfighter Collection
40812,Return of the Street Fighter,0,The Streetfighter Collection
3075,Frankenstein Must Be Destroyed,0,Frankenstein (Hammer Series)
43096,Gidget,0,The Gidget Collection
11506,The Silence,0,Silence of God Trilogy by Ingmar Bergman
29455,Winter Light,0,Silence of God Trilogy by Ingmar Bergman
11602,Through a Glass Darkly,0,Silence of God Trilogy by Ingmar Bergman
42632,Monterey Pop,0,The Complete Monterey Pop Festival
10775,Infernal Affairs,8708932,Infernal Affairs Collection
15618,Robot Jox,0,Robot Jox Collection
13282,Death Race 2000,8000000,Death Race Original Collection
26268,Harper,12000000,Lew Harper Collection
250,In China They Eat Dogs,0,In China They Eat Dogs Collection
19086,Delta Force 2: The Colombian Connection,6698361,The Delta Force Collection
15824,The Inheritance,0,Per Fly trilogien (Samling)
11315,Dead or Alive,0,Dead or Alive Collection
5165,L'Avventura,0,Alienation Trilogy
19128,"The 1,000 Eyes of Dr. Mabuse",0,Dr. Mabuse Collection
33560,Totally Fucked Up,0,Teenage Apocalypse Trilogy
15371,Lupin the Third: The Castle of Cagliostro,0,Lupin the Third Collection
27601,Citizen Toxie: The Toxic Avenger IV,0,The Toxic Avenger Collection
17346,Grey Gardens,0,Grey Gardens Collection
809,Shrek 2,919838758,Shrek Collection
673,Harry Potter and the Prisoner of Azkaban,789804554,Harry Potter Collection
2789,The Chronicles of Riddick,115772733,The Chronicles of Riddick Collection
8920,Garfield,200804534,Garfield Collection
11546,Police Academy: Mission to Moscow,126247,Police Academy Collection
17481,The Adventures of Sherlock Holmes,0,Sherlock Holmes (1939 series)
27118,The Hound of the Baskervilles,0,Sherlock Holmes (1939 series)
9372,Super Size Me,28575078,Super Size Me Collection
44695,The Born Losers,36000000,Billy Jack Collection
31217,The Human Condition I: No Greater Love,0,The Human Condition
38582,Godzilla vs. Mechagodzilla,0,Godzilla (Showa) Collection
9542,The Hitcher,5844868,The Hitcher (1986) Collection
24236,"Now You See Him, Now You Don't",0,Dexter Riley Collection
10606,The Philadelphia Experiment,0,The Philadelphia Experiment - Collezione
6081,Revenge of the Pink Panther,49579269,The Pink Panther (Original) Collection
2330,Taxi,268254,Taxi Collection
2334,Taxi 3,65497208,Taxi Collection
2202,Lassie Come Home,0,Lassie (Kinofilme)
558,Spider-Man 2,783766341,Spider-Man Collection
80,Before Sunset,15992615,Before... Collection
8699,Anchorman: The Legend of Ron Burgundy,90574188,Anchorman Collection
11247,A Cinderella Story,70067909,Cinderella Story Collection
36627,The Deluge,0,Trylogia Sienkiewicza
2502,The Bourne Supremacy,288500217,The Bourne Collection
12625,Guns of the Magnificent Seven,0,The Magnificent Seven Collection
43417,The Magnificent Seven Ride!,0,The Magnificent Seven Collection
20408,Terror by Night,0,Sherlock Holmes (1939 series)
18706,Sherlock Holmes and the Secret Weapon,0,Sherlock Holmes (1939 series)
34327,The Woman in Green,0,Sherlock Holmes (1939 series)
20417,Dressed to Kill,0,Sherlock Holmes (1939 series)
35780,Thunderbirds are GO,0,Thunderbirds (Animation) Collection
25361,Thunderbird 6,0,Thunderbirds (Animation) Collection
25536,PTU,0,PTU Collection
11282,Harold & Kumar Go to White Castle,23936908,Harold & Kumar Collection
11130,The Princess Diaries 2: Royal Engagement,95149435,The Princess Diaries Collection
395,AVP: Alien vs. Predator,171183863,AVP Collection
10762,Without a Paddle,69631118,Without a Paddle Collection
11026,Exorcist: The Beginning,78000586,The Exorcist Collection
36912,The Sting II,6347072,The Sting Collection
44415,Benji: Off the Leash!,0,The Benji Collection
11237,Anacondas: The Hunt for the Blood Orchid,70992898,Anaconda Collection
13559,The Mangler,0,The Mangler Collection
24924,Night of the Demons,3109904,Night of the Demons Collection
17994,Witchboard,0,Witchboard Collection
1577,Resident Evil: Apocalypse,129394835,Resident Evil Collection
26230,Class of Nuke 'Em High 2: Subhumanoid Meltdown,0,Nuke 'Em High Collection
27816,Basket Case 3,0,Basket Case Collection
27815,Basket Case 2,0,Basket Case Collection
29445,Epidemic,0,Europa Trilogy
28153,It's Alive,0,It's Alive Collection
1970,The Grudge,183474602,The Grudge Collection
176,Saw,103911669,Saw Collection
9806,The Incredibles,631442092,The Incredibles Collection
11249,Seed of Chucky,24829644,Child's Play Collection
9801,Bridget Jones: The Edge of Reason,40203020,Bridget Jones Collection
2059,National Treasure,347451894,National Treasure Collection
11836,The SpongeBob SquarePants Movie,140161792,SpongeBob Collection
163,Ocean's Twelve,362744280,Ocean's Collection
36648,Blade: Trinity,128905366,Blade Collection
33740,That's Entertainment!,0,That's Entertainment Collection
74719,"That's Entertainment, Part II",0,That's Entertainment Collection
77448,That's Entertainment! III,0,That's Entertainment Collection
28421,The Invisible Man Returns,0,The Invisible Man (Universal Series)
27503,The Unknown,0,I Love a Mystery movie series
43149,The Son of Kong,0,King Kong (1933 series)
27970,Werewolf of London,0,The Wolf Man (Universal Series)
23101,Topper,0,Topper Collection
23336,Why We Fight: Prelude to War,0,Why We Fight
28436,The Curse of the Cat People,0,Cat People Collection
9797,"Ivan the Terrible, Part I",0,Ivan The Terrible Collection
31980,Road to Rio,0,Road to Collection
4558,Orpheus,0,The Orphic Trilogy
43388,King Solomon's Mines,0,Allan Quatermain (1950 series)
30801,Son of Paleface,0,The Paleface Collection
11402,The Belles of St. Trinian's,0,St. Trinian's Collection
31372,Samurai I: Musashi Miyamoto,0,Samurai Collection
31374,Samurai II: Duel at Ichijoji Temple,0,Samurai Collection
31378,Samurai III: Duel at Ganryu Island,0,Samurai Collection
34528,The Human Condition II: Road to Eternity,0,The Human Condition
34530,The Human Condition III: A Soldier's Prayer,0,The Human Condition
21135,L'eclisse,0,Alienation Trilogy
17102,Dracula: Prince of Darkness,364937,Dracula (Hammer Series)
11047,Asterix the Gaul,0,Asterix and Obelix (Animation) Collection
9929,Asterix and Cleopatra,0,Asterix and Obelix (Animation) Collection
29778,Dracula Has Risen from the Grave,0,Dracula (Hammer Series)
29748,Taste the Blood of Dracula,0,Dracula (Hammer Series)
70327,Gamera vs. Jiger,0,Gamera Films
9394,They Call Me Trinity,0,Trinità  Collection
34479,Scars of Dracula,0,Dracula (Hammer Series)
40732,The Emigrants,0,The Emigrants Collection
18250,Dr. Phibes Rises Again,0,Dr. Phibes Collection
33020,Dracula A.D. 1972,0,Dracula (Hammer Series)
12089,The Tall Blond Man with One Black Shoe,0,The Tall Blond Man Collection
41471,Lone Wolf and Cub: Sword of Vengeance,0,Lone Wolf and Cub Collection
17810,Lone Wolf and Cub: Baby Cart at the River Styx,0,Lone Wolf and Cub Collection
9474,My Name Is Nobody,0,Nobody Collection
25473,Walking Tall,0,Walking Tall Original Collection
24402,Emmanuelle,0,Emmanuelle Collection
16246,Gone in 60 Seconds,0,Gone in 60 Seconds Trilogy
28994,The Adventures of the Wilderness Family,0,Mountain Family Robinson Collection
19174,Dolemite,0,Dolemite Collection
9385,The Twelve Tasks of Asterix,0,Asterix and Obelix (Animation) Collection
28209,Emmanuelle II,0,Emmanuelle Collection
10711,French Connection II,12484444,French Connection Collection
43430,"The Irony of Fate, or Enjoy Your Bath!",0,Ирония судьбы (Коллекция)
47313,Sister Street Fighter,0,The Sister Street Fighter Collection
5725,Supervixens,0,Vixens Collection
38783,Trilogy of Terror,0,Trilogy of Terror Collection
10640,Futureworld,0,Westworld Collection
5651,Up!,0,Vixens Collection
16378,The Rutles: All You Need Is Cash,0,The Rutles Collection
1362,The Hobbit,0,The Lord of the Rings Animated Collection
33701,French Fried Vacation 2,0,French Fried Vacation
14087,Barefoot Gen,0,Barefoot Gen Collection
1884,The Ewok Adventure,0,Star Wars: The Ewok Adventures Collection
27414,"Silent Night, Deadly Night",0,"Silent Night, Deadly Night Collection"
17663,Anne of Green Gables,0,Anne of Green Gables Collection
8868,Asterix vs. Caesar,0,Asterix and Obelix (Animation) Collection
29903,Barbarian Queen,0,Barbarian Queen Collection
14029,Demons,0,Demons Collection
10372,Ewoks: The Battle for Endor,0,Star Wars: The Ewok Adventures Collection
67342,Mr. Vampire,0,Mr. Vampire Collection
9056,Police Story,0,Police Story Collection
9318,Asterix in Britain,0,Asterix and Obelix (Animation) Collection
10570,Flodder,0,Flodder Collection
11471,A Better Tomorrow,4469460,A Better Tomorrow Collection
22572,Hell Comes to Frogtown,0,The Frogtown Collection
49964,Where Is My Friend's House?,0,Koker Trilogy
30421,A Chinese Ghost Story,0,A Chinese Ghost Story Collection
18305,A Better Tomorrow II,0,A Better Tomorrow Collection
14571,Patlabor: The Movie,0,Patlabor Collection
20562,35 Up,0,The Up Series
18311,Days of Being Wild,141864,Wong Kar-Wai's Informal Collection
1483,Begotten,0,Begotten Collection
34376,Mannequin Two: On the Move,3752426,Mannequin Collection
29904,Barbarian Queen II: The Empress Strikes Back,0,Barbarian Queen Collection
83761,Life and Nothing More...,0,Koker Trilogy
34683,House of Angels,0,House of Angels Collection
47350,Return to Lonesome Dove,0,Lonesome Dove Collection
25684,American Ninja 5,0,American Ninja Collection
18817,The Bride with White Hair,0,The Bride with White Hair Collection
16437,Cyborg 2,0,Cyborg Collection
17811,The Legend II,2967668,The Legend Collection
12088,Fortress,6739141,Fortress Collection
30366,Leningrad Cowboys Meet Moses,0,Leningrad Cowboys Collection
35610,Philadelphia Experiment II,2970,The Philadelphia Experiment - Collezione
12664,The Snapper,0,Barrytown Trilogy
32764,71 Fragments of a Chronology of Chance,0,Trilogía de la violencia de Michael Haneke
26877,Naked Killer,0,Naked Collection
18998,Darkman II: The Return of Durant,0,Darkman Collection
11067,Major League II,30626182,Major League Collection
35977,Pumpkinhead II: Blood Wings,0,Pumpkinhead Collection
26830,Gonin,0,Gonin collection
12613,Street Fighter II: The Animated Movie,0,Street Fighter Collection
37563,A Summer's Tale,0,Tales of the Four Seasons
27318,Jack Frost,0,Jack Frost Collection
16003,The Hunters,0,The Hunters Collection
8214,Drifting Clouds,0,Aki Kaurismäki's Finland trilogy
2061,Pusher,0,Pusher Collection
74097,Bikini Summer III: South Beach Heat,0,Bikini Summer Collection
36702,Cremaster 5,0,The Cremaster Cycle
17629,Hamilton,0,Hamilton Collection
9732,The Lion King 2: Simba's Pride,0,The Lion King Collection
10213,From Dusk Till Dawn 3: The Hangman's Daughter,0,From Dusk Till Dawn Collection
12095,From Dusk Till Dawn 2: Texas Blood Money,0,From Dusk Till Dawn Collection
1283,"Torrente, the Dumb Arm of the Law",0,Torrente Collection
22140,The Kingdom II,0,The Kingdom
344,"Bang, Boom, Bang",0,Unna Trilogie
